File name,Package name,File size,Package size,File size in package (%),File size in system (%)
usr/lib/python3.11/lib-dynload/_statistics.cpython-311-riscv32-linux-gnu.so,python3,17592,20862148,0.1,0.1
usr/lib/python3.11/lib-dynload/_posixsubprocess.cpython-311-riscv32-linux-gnu.so,python3,17836,20862148,0.1,0.1
usr/lib/python3.11/lib-dynload/binascii.cpython-311-riscv32-linux-gnu.so,python3,22292,20862148,0.1,0.1
usr/lib/python3.11/lib-dynload/xxlimited.cpython-311-riscv32-linux-gnu.so,python3,9724,20862148,0.0,0.0
usr/lib/python3.11/lib-dynload/_sha256.cpython-311-riscv32-linux-gnu.so,python3,22184,20862148,0.1,0.1
usr/lib/python3.11/lib-dynload/_posixshmem.cpython-311-riscv32-linux-gnu.so,python3,9576,20862148,0.0,0.0
usr/lib/python3.11/lib-dynload/_multiprocessing.cpython-311-riscv32-linux-gnu.so,python3,22468,20862148,0.1,0.1
usr/lib/python3.11/lib-dynload/xxlimited_35.cpython-311-riscv32-linux-gnu.so,python3,9712,20862148,0.0,0.0
usr/lib/python3.11/lib-dynload/_blake2.cpython-311-riscv32-linux-gnu.so,python3,55164,20862148,0.3,0.2
usr/lib/python3.11/lib-dynload/_elementtree.cpython-311-riscv32-linux-gnu.so,python3,48780,20862148,0.2,0.1
usr/lib/python3.11/lib-dynload/termios.cpython-311-riscv32-linux-gnu.so,python3,23908,20862148,0.1,0.1
usr/lib/python3.11/lib-dynload/resource.cpython-311-riscv32-linux-gnu.so,python3,17916,20862148,0.1,0.1
usr/lib/python3.11/lib-dynload/_multibytecodec.cpython-311-riscv32-linux-gnu.so,python3,31380,20862148,0.2,0.1
usr/lib/python3.11/lib-dynload/audioop.cpython-311-riscv32-linux-gnu.so,python3,42724,20862148,0.2,0.1
usr/lib/python3.11/lib-dynload/_sha512.cpython-311-riscv32-linux-gnu.so,python3,42712,20862148,0.2,0.1
usr/lib/python3.11/lib-dynload/_sha3.cpython-311-riscv32-linux-gnu.so,python3,18632,20862148,0.1,0.1
usr/lib/python3.11/lib-dynload/_ctypes.cpython-311-riscv32-linux-gnu.so,python3,98620,20862148,0.5,0.3
usr/lib/python3.11/lib-dynload/_sqlite3.cpython-311-riscv32-linux-gnu.so,python3,86528,20862148,0.4,0.3
usr/bin/python3.11,python3,5400,20862148,0.0,0.0
usr/lib/libpython3.11.so.1.0,python3,3784564,20862148,18.1,11.2
usr/lib/libpython3.so,python3,5040,20862148,0.0,0.0
usr/lib/python3.11/config-3.11-riscv32-linux-gnu/python.o,python3,976,20862148,0.0,0.0
usr/lib/python3.11/config-3.11-riscv32-linux-gnu/config.c,python3,3418,20862148,0.0,0.0
usr/lib/python3.11/config-3.11-riscv32-linux-gnu/config.c.in,python3,1752,20862148,0.0,0.0
usr/lib/python3.11/config-3.11-riscv32-linux-gnu/Makefile,python3,118495,20862148,0.6,0.4
usr/lib/python3.11/config-3.11-riscv32-linux-gnu/Setup,python3,11182,20862148,0.1,0.0
usr/lib/python3.11/config-3.11-riscv32-linux-gnu/Setup.bootstrap,python3,878,20862148,0.0,0.0
usr/lib/python3.11/config-3.11-riscv32-linux-gnu/Setup.stdlib,python3,5391,20862148,0.0,0.0
usr/lib/python3.11/config-3.11-riscv32-linux-gnu/Setup.local,python3,41,20862148,0.0,0.0
usr/lib/python3.11/config-3.11-riscv32-linux-gnu/makesetup,python3,9262,20862148,0.0,0.0
usr/lib/python3.11/config-3.11-riscv32-linux-gnu/install-sh,python3,15358,20862148,0.1,0.0
usr/lib/python3.11/config-3.11-riscv32-linux-gnu/python-config.pyc,python3,3828,20862148,0.0,0.0
usr/lib/python3.11/__future__.pyc,python3,4911,20862148,0.0,0.0
usr/lib/python3.11/__hello__.pyc,python3,1075,20862148,0.0,0.0
usr/lib/python3.11/_aix_support.pyc,python3,4364,20862148,0.0,0.0
usr/lib/python3.11/_bootsubprocess.pyc,python3,4457,20862148,0.0,0.0
usr/lib/python3.11/_collections_abc.pyc,python3,51213,20862148,0.2,0.2
usr/lib/python3.11/_compat_pickle.pyc,python3,7513,20862148,0.0,0.0
usr/lib/python3.11/_compression.pyc,python3,8047,20862148,0.0,0.0
usr/lib/python3.11/_markupbase.pyc,python3,14079,20862148,0.1,0.0
usr/lib/python3.11/_osx_support.pyc,python3,19923,20862148,0.1,0.1
usr/lib/python3.11/_py_abc.pyc,python3,7875,20862148,0.0,0.0
usr/lib/python3.11/_pydecimal.pyc,python3,244258,20862148,1.2,0.7
usr/lib/python3.11/_pyio.pyc,python3,120091,20862148,0.6,0.4
usr/lib/python3.11/_sitebuiltins.pyc,python3,5421,20862148,0.0,0.0
usr/lib/python3.11/_strptime.pyc,python3,27905,20862148,0.1,0.1
usr/lib/python3.11/_threading_local.pyc,python3,9202,20862148,0.0,0.0
usr/lib/python3.11/_weakrefset.pyc,python3,13137,20862148,0.1,0.0
usr/lib/python3.11/abc.pyc,python3,9038,20862148,0.0,0.0
usr/lib/python3.11/aifc.pyc,python3,45506,20862148,0.2,0.1
usr/lib/python3.11/antigravity.pyc,python3,1254,20862148,0.0,0.0
usr/lib/python3.11/argparse.pyc,python3,113444,20862148,0.5,0.3
usr/lib/python3.11/ast.pyc,python3,109661,20862148,0.5,0.3
usr/lib/python3.11/asynchat.pyc,python3,11884,20862148,0.1,0.0
usr/lib/python3.11/asyncore.pyc,python3,28186,20862148,0.1,0.1
usr/lib/python3.11/base64.pyc,python3,28444,20862148,0.1,0.1
usr/lib/python3.11/bdb.pyc,python3,38671,20862148,0.2,0.1
usr/lib/python3.11/bisect.pyc,python3,3698,20862148,0.0,0.0
usr/lib/python3.11/bz2.pyc,python3,16160,20862148,0.1,0.0
usr/lib/python3.11/cProfile.pyc,python3,9072,20862148,0.0,0.0
usr/lib/python3.11/calendar.pyc,python3,44738,20862148,0.2,0.1
usr/lib/python3.11/cgi.pyc,python3,43859,20862148,0.2,0.1
usr/lib/python3.11/cgitb.pyc,python3,18879,20862148,0.1,0.1
usr/lib/python3.11/chunk.pyc,python3,7424,20862148,0.0,0.0
usr/lib/python3.11/cmd.pyc,python3,20595,20862148,0.1,0.1
usr/lib/python3.11/code.pyc,python3,13899,20862148,0.1,0.0
usr/lib/python3.11/codecs.pyc,python3,45242,20862148,0.2,0.1
usr/lib/python3.11/codeop.pyc,python3,7728,20862148,0.0,0.0
usr/lib/python3.11/colorsys.pyc,python3,4949,20862148,0.0,0.0
usr/lib/python3.11/compileall.pyc,python3,21583,20862148,0.1,0.1
usr/lib/python3.11/configparser.pyc,python3,71692,20862148,0.3,0.2
usr/lib/python3.11/contextlib.pyc,python3,33067,20862148,0.2,0.1
usr/lib/python3.11/contextvars.pyc,python3,297,20862148,0.0,0.0
usr/lib/python3.11/copy.pyc,python3,11185,20862148,0.1,0.0
usr/lib/python3.11/copyreg.pyc,python3,8178,20862148,0.0,0.0
usr/lib/python3.11/crypt.pyc,python3,5875,20862148,0.0,0.0
usr/lib/python3.11/csv.pyc,python3,20054,20862148,0.1,0.1
usr/lib/python3.11/dataclasses.pyc,python3,47168,20862148,0.2,0.1
usr/lib/python3.11/datetime.pyc,python3,101334,20862148,0.5,0.3
usr/lib/python3.11/decimal.pyc,python3,541,20862148,0.0,0.0
usr/lib/python3.11/difflib.pyc,python3,81645,20862148,0.4,0.2
usr/lib/python3.11/dis.pyc,python3,36679,20862148,0.2,0.1
usr/lib/python3.11/doctest.pyc,python3,112957,20862148,0.5,0.3
usr/lib/python3.11/enum.pyc,python3,87064,20862148,0.4,0.3
usr/lib/python3.11/filecmp.pyc,python3,15708,20862148,0.1,0.0
usr/lib/python3.11/fileinput.pyc,python3,21166,20862148,0.1,0.1
usr/lib/python3.11/fnmatch.pyc,python3,7469,20862148,0.0,0.0
usr/lib/python3.11/fractions.pyc,python3,29241,20862148,0.1,0.1
usr/lib/python3.11/ftplib.pyc,python3,47645,20862148,0.2,0.1
usr/lib/python3.11/functools.pyc,python3,46633,20862148,0.2,0.1
usr/lib/python3.11/genericpath.pyc,python3,6159,20862148,0.0,0.0
usr/lib/python3.11/getopt.pyc,python3,9730,20862148,0.0,0.0
usr/lib/python3.11/getpass.pyc,python3,7511,20862148,0.0,0.0
usr/lib/python3.11/gettext.pyc,python3,24250,20862148,0.1,0.1
usr/lib/python3.11/glob.pyc,python3,11142,20862148,0.1,0.0
usr/lib/python3.11/graphlib.pyc,python3,11066,20862148,0.1,0.0
usr/lib/python3.11/gzip.pyc,python3,33717,20862148,0.2,0.1
usr/lib/python3.11/hashlib.pyc,python3,12336,20862148,0.1,0.0
usr/lib/python3.11/heapq.pyc,python3,20574,20862148,0.1,0.1
usr/lib/python3.11/hmac.pyc,python3,11469,20862148,0.1,0.0
usr/lib/python3.11/imaplib.pyc,python3,68594,20862148,0.3,0.2
usr/lib/python3.11/imghdr.pyc,python3,7839,20862148,0.0,0.0
usr/lib/python3.11/imp.pyc,python3,16458,20862148,0.1,0.0
usr/lib/python3.11/inspect.pyc,python3,141913,20862148,0.7,0.4
usr/lib/python3.11/io.pyc,python3,5036,20862148,0.0,0.0
usr/lib/python3.11/ipaddress.pyc,python3,94222,20862148,0.5,0.3
usr/lib/python3.11/keyword.pyc,python3,1068,20862148,0.0,0.0
usr/lib/python3.11/linecache.pyc,python3,7469,20862148,0.0,0.0
usr/lib/python3.11/locale.pyc,python3,64399,20862148,0.3,0.2
usr/lib/python3.11/lzma.pyc,python3,16717,20862148,0.1,0.0
usr/lib/python3.11/mailbox.pyc,python3,124615,20862148,0.6,0.4
usr/lib/python3.11/mailcap.pyc,python3,12783,20862148,0.1,0.0
usr/lib/python3.11/mimetypes.pyc,python3,25852,20862148,0.1,0.1
usr/lib/python3.11/modulefinder.pyc,python3,31018,20862148,0.1,0.1
usr/lib/python3.11/netrc.pyc,python3,9888,20862148,0.0,0.0
usr/lib/python3.11/nntplib.pyc,python3,50160,20862148,0.2,0.1
usr/lib/python3.11/ntpath.pyc,python3,30588,20862148,0.1,0.1
usr/lib/python3.11/nturl2path.pyc,python3,3488,20862148,0.0,0.0
usr/lib/python3.11/numbers.pyc,python3,15250,20862148,0.1,0.0
usr/lib/python3.11/opcode.pyc,python3,13852,20862148,0.1,0.0
usr/lib/python3.11/operator.pyc,python3,18759,20862148,0.1,0.1
usr/lib/python3.11/optparse.pyc,python3,73716,20862148,0.4,0.2
usr/lib/python3.11/os.pyc,python3,48965,20862148,0.2,0.1
usr/lib/python3.11/pathlib.pyc,python3,67720,20862148,0.3,0.2
usr/lib/python3.11/pdb.pyc,python3,87115,20862148,0.4,0.3
usr/lib/python3.11/pickle.pyc,python3,86894,20862148,0.4,0.3
usr/lib/python3.11/pickletools.pyc,python3,86731,20862148,0.4,0.3
usr/lib/python3.11/pipes.pyc,python3,11966,20862148,0.1,0.0
usr/lib/python3.11/pkgutil.pyc,python3,31578,20862148,0.2,0.1
usr/lib/python3.11/platform.pyc,python3,43721,20862148,0.2,0.1
usr/lib/python3.11/plistlib.pyc,python3,45939,20862148,0.2,0.1
usr/lib/python3.11/poplib.pyc,python3,20968,20862148,0.1,0.1
usr/lib/python3.11/posixpath.pyc,python3,19983,20862148,0.1,0.1
usr/lib/python3.11/pprint.pyc,python3,33564,20862148,0.2,0.1
usr/lib/python3.11/profile.pyc,python3,23950,20862148,0.1,0.1
usr/lib/python3.11/pstats.pyc,python3,41867,20862148,0.2,0.1
usr/lib/python3.11/pty.pyc,python3,8440,20862148,0.0,0.0
usr/lib/python3.11/py_compile.pyc,python3,10774,20862148,0.1,0.0
usr/lib/python3.11/pyclbr.pyc,python3,15878,20862148,0.1,0.0
usr/lib/python3.11/pydoc.pyc,python3,154705,20862148,0.7,0.5
usr/lib/python3.11/queue.pyc,python3,16453,20862148,0.1,0.0
usr/lib/python3.11/quopri.pyc,python3,10857,20862148,0.1,0.0
usr/lib/python3.11/random.pyc,python3,34524,20862148,0.2,0.1
usr/lib/python3.11/reprlib.pyc,python3,9678,20862148,0.0,0.0
usr/lib/python3.11/rlcompleter.pyc,python3,9010,20862148,0.0,0.0
usr/lib/python3.11/runpy.pyc,python3,16116,20862148,0.1,0.0
usr/lib/python3.11/sched.pyc,python3,8402,20862148,0.0,0.0
usr/lib/python3.11/secrets.pyc,python3,2862,20862148,0.0,0.0
usr/lib/python3.11/selectors.pyc,python3,28539,20862148,0.1,0.1
usr/bin/smtpd.py.11,python3,31160,20862148,0.1,0.1
usr/lib/python3.11/shelve.pyc,python3,13873,20862148,0.1,0.0
usr/lib/python3.11/shlex.pyc,python3,14703,20862148,0.1,0.0
usr/lib/python3.11/shutil.pyc,python3,73160,20862148,0.4,0.2
usr/lib/python3.11/signal.pyc,python3,5106,20862148,0.0,0.0
usr/lib/python3.11/site.pyc,python3,30473,20862148,0.1,0.1
usr/lib/python3.11/smtpd.pyc,python3,43665,20862148,0.2,0.1
usr/lib/python3.11/smtplib.pyc,python3,54120,20862148,0.3,0.2
usr/lib/python3.11/sndhdr.pyc,python3,12426,20862148,0.1,0.0
usr/lib/python3.11/socket.pyc,python3,45515,20862148,0.2,0.1
usr/lib/python3.11/socketserver.pyc,python3,37056,20862148,0.2,0.1
usr/lib/python3.11/sre_compile.pyc,python3,813,20862148,0.0,0.0
usr/lib/python3.11/sre_constants.pyc,python3,816,20862148,0.0,0.0
usr/lib/python3.11/sre_parse.pyc,python3,809,20862148,0.0,0.0
usr/lib/python3.11/ssl.pyc,python3,73601,20862148,0.4,0.2
usr/lib/python3.11/stat.pyc,python3,5538,20862148,0.0,0.0
usr/lib/python3.11/statistics.pyc,python3,58403,20862148,0.3,0.2
usr/lib/python3.11/string.pyc,python3,12638,20862148,0.1,0.0
usr/lib/python3.11/stringprep.pyc,python3,26527,20862148,0.1,0.1
usr/lib/python3.11/struct.pyc,python3,380,20862148,0.0,0.0
usr/lib/python3.11/subprocess.pyc,python3,84770,20862148,0.4,0.3
usr/lib/python3.11/sunau.pyc,python3,27004,20862148,0.1,0.1
usr/lib/python3.11/symtable.pyc,python3,19507,20862148,0.1,0.1
usr/lib/python3.11/sysconfig.pyc,python3,32174,20862148,0.2,0.1
usr/lib/python3.11/tabnanny.pyc,python3,12948,20862148,0.1,0.0
usr/lib/python3.11/tarfile.pyc,python3,130366,20862148,0.6,0.4
usr/lib/python3.11/telnetlib.pyc,python3,31079,20862148,0.1,0.1
usr/lib/python3.11/tempfile.pyc,python3,42158,20862148,0.2,0.1
usr/lib/python3.11/textwrap.pyc,python3,19595,20862148,0.1,0.1
usr/lib/python3.11/this.pyc,python3,1596,20862148,0.0,0.0
usr/lib/python3.11/threading.pyc,python3,70313,20862148,0.3,0.2
usr/lib/python3.11/timeit.pyc,python3,16452,20862148,0.1,0.0
usr/lib/python3.11/token.pyc,python3,3723,20862148,0.0,0.0
usr/lib/python3.11/tokenize.pyc,python3,30358,20862148,0.1,0.1
usr/lib/python3.11/trace.pyc,python3,35962,20862148,0.2,0.1
usr/lib/python3.11/traceback.pyc,python3,48721,20862148,0.2,0.1
usr/lib/python3.11/tracemalloc.pyc,python3,29084,20862148,0.1,0.1
usr/lib/python3.11/tty.pyc,python3,2025,20862148,0.0,0.0
usr/lib/python3.11/turtle.pyc,python3,193428,20862148,0.9,0.6
usr/lib/python3.11/types.pyc,python3,14819,20862148,0.1,0.0
usr/lib/python3.11/typing.pyc,python3,160716,20862148,0.8,0.5
usr/lib/python3.11/uu.pyc,python3,8795,20862148,0.0,0.0
usr/lib/python3.11/uuid.pyc,python3,33068,20862148,0.2,0.1
usr/lib/python3.11/warnings.pyc,python3,25059,20862148,0.1,0.1
usr/lib/python3.11/wave.pyc,python3,32336,20862148,0.2,0.1
usr/lib/python3.11/weakref.pyc,python3,34957,20862148,0.2,0.1
usr/lib/python3.11/webbrowser.pyc,python3,32820,20862148,0.2,0.1
usr/lib/python3.11/xdrlib.pyc,python3,13142,20862148,0.1,0.0
usr/lib/python3.11/zipapp.pyc,python3,11539,20862148,0.1,0.0
usr/lib/python3.11/zipfile.pyc,python3,118649,20862148,0.6,0.4
usr/lib/python3.11/zipimport.pyc,python3,29787,20862148,0.1,0.1
usr/lib/python3.11/asyncio/__init__.pyc,python3,1342,20862148,0.0,0.0
usr/lib/python3.11/asyncio/__main__.pyc,python3,5936,20862148,0.0,0.0
usr/lib/python3.11/asyncio/base_events.pyc,python3,91203,20862148,0.4,0.3
usr/lib/python3.11/asyncio/base_futures.pyc,python3,3386,20862148,0.0,0.0
usr/lib/python3.11/asyncio/base_subprocess.pyc,python3,16701,20862148,0.1,0.0
usr/lib/python3.11/asyncio/base_tasks.pyc,python3,4174,20862148,0.0,0.0
usr/lib/python3.11/asyncio/constants.pyc,python3,961,20862148,0.0,0.0
usr/lib/python3.11/asyncio/coroutines.pyc,python3,3995,20862148,0.0,0.0
usr/lib/python3.11/asyncio/events.pyc,python3,37789,20862148,0.2,0.1
usr/lib/python3.11/asyncio/exceptions.pyc,python3,3641,20862148,0.0,0.0
usr/lib/python3.11/asyncio/format_helpers.pyc,python3,4129,20862148,0.0,0.0
